,start_time,end_time,duration,start_latitude,start_longitude,end_latitude,end_longitude,driving_distance,start_year,end_year,year,start_month,end_month,month,start_day,end_day,day,start_hour,end_hour,start_weekday,end_weekday,start_daytype,end_daytype,geometry,date,daytype,city,euclidean_distance,hour,random_seconds_start,random_seconds_end,random_seconds_pos,ia_timeout,avg_speed,avg_speed_kmh,origin_id,destination_id,origin_i,origin_j,destination_i,destination_j
73,2019-02-01 06:21:41.968193-05:00,2019-02-01 06:28:05.112811-05:00,383.144618,38.221,-85.759,38.229,-85.759,933.22,2019,2019,2019,2,2,2,1,1,1,11,11,Fri,Fri,weekday,weekday,"LINESTRING (-85.759 38.221, -85.759 38.229)",2019-02-01,weekday,Louisville,889.5594131562731,11,401.96819340891625,-352.4369918015426,383.14461796212277,37.077736,2.4356860468806065,8.768469768770183,83.0,83.0,3.0,5.0,3.0,5.0
79,2019-02-01 06:26:03.204028-05:00,2019-02-01 07:00:21.617418-05:00,2058.41339,38.227,-85.742,38.258,-85.703,5985.4800000000005,2019,2019,2019,2,2,2,1,1,1,11,12,Fri,Fri,weekday,weekday,"LINESTRING (-85.742 38.227, -85.703 38.258)",2019-02-01,weekday,Louisville,4845.890609030024,11,-236.79597162968662,21.617418359716453,114.48587528206305,261.235835,2.907812409828912,10.468124675384084,73.0,104.0,9.0,4.0,8.0,6.0
84,2019-02-01 06:31:28.398780-05:00,2019-02-01 06:52:58.484864-05:00,1290.086084,38.218,-85.759,38.221,-85.763,418.34,2019,2019,2019,2,2,2,1,1,1,11,11,Fri,Fri,weekday,weekday,"LINESTRING (-85.759 38.218, -85.76300000000001 38.221)",2019-02-01,weekday,Louisville,483.10124772419914,11,-811.6012200069547,478.4848638143776,285.09857820726984,241.706681,0.3242729343323418,1.1673825635964303,83.0,83.0,3.0,5.0,3.0,5.0
80,2019-02-01 06:36:01.309452-05:00,2019-02-01 06:39:56.741082-05:00,235.43163,38.217,-85.762,38.225,-85.767,836.6800000000001,2019,2019,2019,2,2,2,1,1,1,11,11,Fri,Fri,weekday,weekday,"LINESTRING (-85.762 38.217, -85.767 38.225)",2019-02-01,weekday,Louisville,991.0105184879309,11,361.3094521931821,-310.3939607664199,235.43162974539368,14.766892,3.5538130539214294,12.793726994117145,131.0,178.0,3.0,8.0,2.0,11.0
75,2019-02-01 06:37:50.529422-05:00,2019-02-01 06:43:03.684099-05:00,313.154677,38.219,-85.763,38.224,-85.765,321.8,2019,2019,2019,2,2,2,1,1,1,11,11,Fri,Fri,weekday,weekday,"LINESTRING (-85.76300000000001 38.219, -85.765 38.224)",2019-02-01,weekday,Louisville,582.7805050138304,11,470.52942211187815,-825.3669645719442,313.1546767728901,109.21997,1.0276071974489465,3.6993859108162073,74.0,74.0,10.0,4.0,10.0,4.0
78,2019-02-01 06:38:07.187879-05:00,2019-02-01 06:40:01.094266-05:00,113.906387,38.254,-85.747,38.255,-85.753,579.24,2019,2019,2019,2,2,2,1,1,1,11,11,Fri,Fri,weekday,weekday,"LINESTRING (-85.747 38.254, -85.753 38.255)",2019-02-01,weekday,Louisville,535.5772314565005,11,487.18787903891894,-558.2930198513477,113.90638678027723,16.658457,5.085228451675849,18.306822426033055,67.0,84.0,3.0,4.0,4.0,5.0
83,2019-02-01 06:41:04.510377-05:00,2019-02-01 06:58:23.339051-05:00,1038.828674,38.225,-85.757,38.254,-85.752,3137.55,2019,2019,2019,2,2,2,1,1,1,11,12,Fri,Fri,weekday,weekday,"LINESTRING (-85.75700000000001 38.225, -85.752 38.254)",2019-02-01,weekday,Louisville,3254.085893766013,11,-235.4896230026344,-96.66094879574257,5.049985587189165,177.322498,3.020276662097604,10.872995983551373,84.0,67.0,4.0,5.0,3.0,4.0
86,2019-02-01 06:54:36.239588-05:00,2019-02-01 07:16:06.947704-05:00,1290.708116,38.217,-85.756,38.219,-85.762,500.0,2019,2019,2019,2,2,2,1,1,1,12,12,Fri,Fri,weekday,weekday,"LINESTRING (-85.756 38.217, -85.762 38.219)",2019-02-01,weekday,Louisville,569.3958182745639,12,-323.76041191528725,66.94770367498086,230.3989598062543,811.729211,0.3873842534976359,1.3945833125914893,89.0,73.0,9.0,5.0,9.0,4.0
81,2019-02-01 06:59:56.810071-05:00,2019-02-01 07:04:10.364503-05:00,253.554432,38.236,-85.755,38.233,-85.749,627.51,2019,2019,2019,2,2,2,1,1,1,11,12,Fri,Fri,weekday,weekday,"LINESTRING (-85.755 38.236, -85.749 38.233)",2019-02-01,weekday,Louisville,621.2153724192609,11,896.8100714551167,-551.7337614208384,253.55443225139499,320.570483,2.474853210217205,8.909471556781938,83.0,83.0,3.0,5.0,3.0,5.0
91,2019-02-01 07:00:11.242460-05:00,2019-02-01 07:17:29.354887-05:00,1038.112427,38.256,-85.743,38.257,-85.745,305.71,2019,2019,2019,2,2,2,1,1,1,12,12,Fri,Fri,weekday,weekday,"LINESTRING (-85.74299999999999 38.256, -85.745 38.257)",2019-02-01,weekday,Louisville,207.0272005172586,12,-888.7575401183851,149.35488656909047,84.46752780797632,14.432389,0.2944864082625995,1.0601510697453582,83.0,84.0,3.0,5.0,4.0,5.0
85,2019-02-01 07:00:12.085215-05:00,2019-02-01 07:29:12.382448-05:00,1740.297233,38.247,-85.749,38.256,-85.751,1802.08,2019,2019,2019,2,2,2,1,1,1,12,12,Fri,Fri,weekday,weekday,"LINESTRING (-85.749 38.247, -85.751 38.256)",2019-02-01,weekday,Louisville,1015.8786321926041,12,12.08521458921598,852.3824483076105,119.21084150288507,0.842755,1.0355012729023858,3.727804582448589,84.0,82.0,4.0,5.0,2.0,5.0
87,2019-02-01 07:12:54.305602-05:00,2019-02-01 07:23:00.878224-05:00,606.572622,38.216,-85.759,38.206,-85.757,1609.0,2019,2019,2019,2,2,2,1,1,1,12,12,Fri,Fri,weekday,weekday,"LINESTRING (-85.759 38.216, -85.75700000000001 38.206)",2019-02-01,weekday,Louisville,1125.595533843378,12,-125.69439786746364,-419.1217761267622,229.85958478011923,762.220387,2.6526090061479892,9.549392422132762,82.0,50.0,2.0,5.0,2.0,3.0
92,2019-02-01 07:24:07.062756-05:00,2019-02-01 07:28:03.797983-05:00,236.735227,38.22,-85.753,38.223,-85.759,724.0500000000001,2019,2019,2019,2,2,2,1,1,1,12,12,Fri,Fri,weekday,weekday,"LINESTRING (-85.753 38.22, -85.759 38.223)",2019-02-01,weekday,Louisville,621.2943938088014,12,547.0627560140626,783.7979833069871,394.1585007092048,103.092912,3.0584801813208813,11.010528652755173,82.0,83.0,2.0,5.0,3.0,5.0
89,2019-02-01 07:25:58.986887-05:00,2019-02-01 07:30:32.747977-05:00,273.76109,38.214,-85.758,38.217,-85.762,500.0,2019,2019,2019,2,2,2,1,1,1,12,12,Fri,Fri,weekday,weekday,"LINESTRING (-85.758 38.214, -85.762 38.217)",2019-02-01,weekday,Louisville,483.11514295730797,12,658.9868867763337,-748.4569681255983,273.761090266828,111.924131,1.8264100278092843,6.5750761001134235,82.0,50.0,2.0,5.0,2.0,3.0
90,2019-02-01 07:27:15.736004-05:00,2019-02-01 07:34:39.992659-05:00,444.256655,38.226,-85.757,38.228,-85.774,1287.2,2019,2019,2019,2,2,2,1,1,1,12,12,Fri,Fri,weekday,weekday,"LINESTRING (-85.75700000000001 38.226, -85.774 38.228)",2019-02-01,weekday,Louisville,1501.525377400132,12,735.7360042128566,279.9926589933459,198.28730462011973,76.749117,2.8974242377978556,10.43072725607228,82.0,50.0,2.0,5.0,2.0,3.0
97,2019-02-01 07:33:56.621457-05:00,2019-02-01 07:41:08.054760-05:00,431.433303,38.22,-85.756,38.236,-85.757,2043.43,2019,2019,2019,2,2,2,1,1,1,12,12,Fri,Fri,weekday,weekday,"LINESTRING (-85.756 38.22, -85.75700000000001 38.236)",2019-02-01,weekday,Louisville,1781.2618463971517,12,-663.3785429763445,-748.7458415781866,431.43330292787516,400.885453,4.736375207455879,17.050950746841163,74.0,74.0,10.0,4.0,10.0,4.0
102,2019-02-01 07:55:19.398734-05:00,2019-02-01 08:12:49.148038-05:00,1049.749304,38.233,-85.749,38.226,-85.731,1705.5400000000002,2019,2019,2019,2,2,2,1,1,1,13,13,Fri,Fri,weekday,weekday,"LINESTRING (-85.749 38.233, -85.73099999999999 38.226)",2019-02-01,weekday,Louisville,1754.3827243685241,13,-280.60126569565386,769.1480384216939,217.36930674819925,660.296997,1.6247117226000087,5.848962201360032,115.0,115.0,3.0,7.0,3.0,7.0
100,2019-02-01 08:04:21.866420-05:00,2019-02-01 08:09:04.499033-05:00,282.632613,38.219,-85.763,38.214,-85.766,917.13,2019,2019,2019,2,2,2,1,1,1,13,13,Fri,Fri,weekday,weekday,"LINESTRING (-85.76300000000001 38.219, -85.76600000000001 38.214)",2019-02-01,weekday,Louisville,614.6537337852548,13,261.86641969975926,-232.98348671908252,282.63261316365436,463.517518,3.2449546082638383,11.681836589749818,115.0,115.0,3.0,7.0,3.0,7.0
103,2019-02-01 08:06:46.641698-05:00,2019-02-01 08:16:37.156198-05:00,590.5145,38.251,-85.757,38.254,-85.74,1898.62,2019,2019,2019,2,2,2,1,1,1,13,13,Fri,Fri,weekday,weekday,"LINESTRING (-85.75700000000001 38.251, -85.73999999999999 38.254)",2019-02-01,weekday,Louisville,1521.4643497234756,13,-493.35830184668635,97.1561981294426,377.8343933148579,144.775278,3.2151962398891136,11.57470646360081,83.0,98.0,3.0,5.0,2.0,6.0
99,2019-02-01 08:08:43.319708-05:00,2019-02-01 08:22:04.334577-05:00,801.014869,38.229,-85.711,38.226,-85.71,2188.24,2019,2019,2019,2,2,2,1,1,1,13,13,Fri,Fri,weekday,weekday,"LINESTRING (-85.711 38.229, -85.70999999999999 38.226)",2019-02-01,weekday,Louisville,344.8316657860279,13,523.3197079912802,424.33457735004845,389.2297319001158,116.67801,2.7318344324017785,9.834603956646403,131.0,115.0,3.0,8.0,3.0,7.0
108,2019-02-01 08:17:41.881652-05:00,2019-02-01 08:34:04.329782-05:00,982.44813,38.23,-85.702,38.225,-85.706,1303.2900000000002,2019,2019,2019,2,2,2,1,1,1,13,13,Fri,Fri,weekday,weekday,"LINESTRING (-85.702 38.23, -85.706 38.225)",2019-02-01,weekday,Louisville,656.6497923824257,13,-738.1183476791985,244.32978214327977,80.48352231889567,336.022027,1.3265738517920536,4.775665866451393,104.0,104.0,8.0,6.0,8.0,6.0
107,2019-02-01 08:35:41.939076-05:00,2019-02-01 08:51:01.651923-05:00,919.712847,38.226,-85.731,38.233,-85.749,1737.72,2019,2019,2019,2,2,2,1,1,1,13,13,Fri,Fri,weekday,weekday,"LINESTRING (-85.73099999999999 38.226, -85.749 38.233)",2019-02-01,weekday,Louisville,1754.3827243685241,13,341.93907644273304,361.6519227891365,397.62009335083604,50.633106,1.8894158167609025,6.801896940339249,73.0,78.0,9.0,4.0,14.0,4.0
110,2019-02-01 08:38:17.989632-05:00,2019-02-01 08:48:57.975674-05:00,639.986042,38.226,-85.76,38.221,-85.761,595.33,2019,2019,2019,2,2,2,1,1,1,13,13,Fri,Fri,weekday,weekday,"LINESTRING (-85.76000000000001 38.226, -85.761 38.221)",2019-02-01,weekday,Louisville,562.795437323985,13,-402.01036791822884,237.97567432141273,132.39192764756132,156.050556,0.9302234125912391,3.3488042853284608,115.0,83.0,3.0,7.0,3.0,5.0
104,2019-02-01 08:39:14.277945-05:00,2019-02-01 08:44:28.560313-05:00,314.282368,38.219,-85.763,38.223,-85.764,434.43,2019,2019,2019,2,2,2,1,1,1,13,13,Fri,Fri,weekday,weekday,"LINESTRING (-85.76300000000001 38.219, -85.764 38.223)",2019-02-01,weekday,Louisville,453.27742425633755,13,554.2779452651455,323.77164129949983,314.28236838438625,56.288313,1.3822919903670827,4.976251165321498,73.0,73.0,9.0,4.0,9.0,4.0
115,2019-02-01 08:49:07.944400-05:00,2019-02-01 09:11:57.614019-05:00,1369.669619,38.25,-85.759,38.256,-85.753,1238.93,2019,2019,2019,2,2,2,1,1,1,14,14,Fri,Fri,weekday,weekday,"LINESTRING (-85.759 38.25, -85.753 38.256)",2019-02-01,weekday,Louisville,848.2954741879656,14,-652.0556001783701,-182.3859806162294,337.1475262419409,550.800177,0.9045466021977961,3.2563677679120664,99.0,83.0,3.0,6.0,3.0,5.0
111,2019-02-01 08:50:43.059503-05:00,2019-02-01 08:59:18.152865-05:00,515.093362,38.223,-85.764,38.22,-85.763,514.88,2019,2019,2019,2,2,2,1,1,1,13,13,Fri,Fri,weekday,weekday,"LINESTRING (-85.764 38.223, -85.76300000000001 38.22)",2019-02-01,weekday,Louisville,344.833490937039,13,343.0595032057597,858.1528652123309,388.9582338308625,95.115103,0.9995857799464324,3.5985088078071565,67.0,83.0,3.0,4.0,3.0,5.0
113,2019-02-01 08:57:02.561048-05:00,2019-02-01 09:40:23.547108-05:00,2600.98606,38.251,-85.755,38.217,-85.762,4794.82,2019,2019,2019,2,2,2,1,1,1,14,14,Fri,Fri,weekday,weekday,"LINESTRING (-85.755 38.251, -85.762 38.217)",2019-02-01,weekday,Louisville,3829.7455567329853,14,-177.43895223494405,623.5471082723793,194.05933512170887,379.501545,1.8434623982567593,6.636464633724334,74.0,73.0,10.0,4.0,9.0,4.0
112,2019-02-01 09:00:49.250035-05:00,2019-02-01 09:28:50.461163-05:00,1681.211128,38.253,-85.757,38.217,-85.762,5502.78,2019,2019,2019,2,2,2,1,1,1,14,14,Fri,Fri,weekday,weekday,"LINESTRING (-85.75700000000001 38.253, -85.762 38.217)",2019-02-01,weekday,Louisville,4026.767988150839,14,49.250034932641256,-69.53883665384876,56.017354260913024,226.688987,3.2731046733828184,11.783176824178147,115.0,115.0,3.0,7.0,3.0,7.0
118,2019-02-01 09:04:26.047523-05:00,2019-02-01 09:42:10.276905-05:00,2264.229382,38.253,-85.739,38.248,-85.745,595.33,2019,2019,2019,2,2,2,1,1,1,14,14,Fri,Fri,weekday,weekday,"LINESTRING (-85.739 38.253, -85.745 38.248)",2019-02-01,weekday,Louisville,763.9480796413227,14,-633.9524770374464,730.2769052930366,239.9602470687649,216.797488,0.2629283078528658,0.9465419082703169,108.0,92.0,12.0,6.0,12.0,5.0
117,2019-02-01 09:18:29.275484-05:00,2019-02-01 09:27:08.720261-05:00,519.444777,38.215,-85.758,38.213,-85.755,32.18,2019,2019,2019,2,2,2,1,1,1,14,14,Fri,Fri,weekday,weekday,"LINESTRING (-85.758 38.215, -85.755 38.213)",2019-02-01,weekday,Louisville,343.73447097695913,14,209.275484375318,728.7202609489739,229.0898389100833,743.535415,0.061950762477297944,0.2230227449182726,74.0,89.0,10.0,4.0,9.0,5.0
116,2019-02-01 09:20:14.155223-05:00,2019-02-01 09:27:47.896660-05:00,453.741437,38.253,-85.75,38.244,-85.738,2091.7000000000003,2019,2019,2019,2,2,2,1,1,1,14,14,Fri,Fri,weekday,weekday,"LINESTRING (-85.75 38.253, -85.738 38.244)",2019-02-01,weekday,Louisville,1449.0014415983471,14,314.15522300254247,-132.10333968401665,293.8220954775921,104.879739,4.609894158729876,16.595618971427555,67.0,83.0,3.0,4.0,3.0,5.0
124,2019-02-01 09:32:42.893941-05:00,2019-02-01 09:47:54.392306-05:00,911.498365,38.219,-85.762,38.214,-85.751,1094.12,2019,2019,2019,2,2,2,1,1,1,14,14,Fri,Fri,weekday,weekday,"LINESTRING (-85.762 38.219, -85.751 38.214)",2019-02-01,weekday,Louisville,1110.2368068653211,14,-737.1060589776093,174.39230585405426,22.926834746635727,258.597704,1.2003532227948646,4.321271602061513,99.0,66.0,3.0,6.0,2.0,4.0
125,2019-02-01 09:44:52.732028-05:00,2019-02-01 09:58:04.310560-05:00,791.578532,38.22,-85.758,38.228,-85.755,1609.0,2019,2019,2019,2,2,2,1,1,1,14,14,Fri,Fri,weekday,weekday,"LINESTRING (-85.758 38.22, -85.755 38.228)",2019-02-01,weekday,Louisville,927.3581878948892,14,-7.26797157254282,784.3105603874244,289.46950242814677,729.838087,2.032647343195002,7.317530435502007,99.0,66.0,3.0,6.0,2.0,4.0
128,2019-02-01 09:54:51.760191-05:00,2019-02-01 10:18:53.756353-05:00,1441.996162,38.214,-85.755,38.203,-85.761,1721.63,2019,2019,2019,2,2,2,1,1,1,15,15,Fri,Fri,weekday,weekday,"LINESTRING (-85.755 38.214, -85.761 38.203)",2019-02-01,weekday,Louisville,1330.7546007193373,15,-308.23980925106014,233.7563525056471,174.90462994424647,128.584451,1.193921346927968,4.298116848940684,75.0,73.0,11.0,4.0,9.0,4.0
129,2019-02-01 09:56:48.840643-05:00,2019-02-01 10:08:39.106468-05:00,710.265825,38.216,-85.758,38.221,-85.761,563.15,2019,2019,2019,2,2,2,1,1,1,15,15,Fri,Fri,weekday,weekday,"LINESTRING (-85.758 38.216, -85.761 38.221)",2019-02-01,weekday,Louisville,614.650662122889,15,-191.159357044574,519.1064679340079,350.2465590585247,117.080452,0.7928721616304713,2.8543397818696965,83.0,83.0,3.0,5.0,3.0,5.0
133,2019-02-01 10:08:31.863001-05:00,2019-02-01 10:20:21.757495-05:00,709.894494,38.214,-85.755,38.218,-85.763,1029.76,2019,2019,2019,2,2,2,1,1,1,15,15,Fri,Fri,weekday,weekday,"LINESTRING (-85.755 38.214, -85.76300000000001 38.218)",2019-02-01,weekday,Louisville,828.437093515451,15,-388.13699942954713,-578.2425049350652,129.78446294447224,74.693064,1.4505817536316883,5.222094313074078,84.0,71.0,4.0,5.0,7.0,4.0
127,2019-02-01 10:13:43.214854-05:00,2019-02-01 10:20:51.523985-05:00,428.309131,38.217,-85.763,38.22,-85.765,273.53000000000003,2019,2019,2019,2,2,2,1,1,1,15,15,Fri,Fri,weekday,weekday,"LINESTRING (-85.76300000000001 38.217, -85.765 38.22)",2019-02-01,weekday,Louisville,376.5722335326748,15,823.21485393432,-115.93002342153181,428.3091307542063,36.642324,0.6386275243802824,2.2990590877690167,67.0,82.0,3.0,4.0,2.0,5.0
131,2019-02-01 10:14:53.320901-05:00,2019-02-01 10:44:24.812253-05:00,1771.491352,38.257,-85.755,38.258,-85.757,901.04,2019,2019,2019,2,2,2,1,1,1,15,15,Fri,Fri,weekday,weekday,"LINESTRING (-85.755 38.257, -85.75700000000001 38.258)",2019-02-01,weekday,Louisville,207.02517325972565,15,-6.679098648010154,864.8122527907801,447.6856907253746,70.106047,0.508633586600766,1.8310809117627576,74.0,74.0,10.0,4.0,10.0,4.0
132,2019-02-01 10:16:48.867990-05:00,2019-02-01 10:25:15.290198-05:00,506.422208,38.257,-85.76,38.253,-85.74,1995.16,2019,2019,2019,2,2,2,1,1,1,15,15,Fri,Fri,weekday,weekday,"LINESTRING (-85.76000000000001 38.257, -85.73999999999999 38.253)",2019-02-01,weekday,Louisville,1802.0959696610914,15,108.86799043945643,-284.7098017021459,353.9810005621657,115.547089,3.939716640546696,14.182979905968105,131.0,130.0,3.0,8.0,2.0,8.0
135,2019-02-01 10:21:15.585460-05:00,2019-02-01 10:56:03.259993-05:00,2087.674533,38.253,-85.75,38.239,-85.723,4650.01,2019,2019,2019,2,2,2,1,1,1,15,16,Fri,Fri,weekday,weekday,"LINESTRING (-85.75 38.253, -85.723 38.239)",2019-02-01,weekday,Louisville,2825.402285480221,15,-524.4145402844453,-236.74000743184934,118.13355134588149,64.111125,2.227363473806384,8.018508505702982,131.0,117.0,3.0,8.0,5.0,7.0
140,2019-02-01 10:23:52.969717-05:00,2019-02-01 10:52:54.819151-05:00,1741.849434,38.219,-85.754,38.217,-85.763,901.04,2019,2019,2019,2,2,2,1,1,1,15,15,Fri,Fri,weekday,weekday,"LINESTRING (-85.754 38.219, -85.76300000000001 38.217)",2019-02-01,weekday,Louisville,817.101301170914,15,-367.03028300966673,474.8191514573102,7.050867741781652,157.384257,0.5172892572757238,1.8622413261926059,74.0,90.0,10.0,4.0,10.0,5.0
141,2019-02-01 10:23:55.381047-05:00,2019-02-01 10:31:14.685519-05:00,439.304472,38.229,-85.704,38.24,-85.722,2204.3300000000004,2019,2019,2019,2,2,2,1,1,1,15,15,Fri,Fri,weekday,weekday,"LINESTRING (-85.70399999999999 38.229, -85.72199999999999 38.24)",2019-02-01,weekday,Louisville,1991.921005411505,15,-364.61895259341213,-387.20567832747406,439.30447219516486,2.41133,5.017772730526632,18.063981829895877,74.0,74.0,10.0,4.0,10.0,4.0
136,2019-02-01 10:39:34.344455-05:00,2019-02-01 10:46:10.745620-05:00,396.401165,38.259,-85.75,38.255,-85.756,884.95,2019,2019,2019,2,2,2,1,1,1,15,15,Fri,Fri,weekday,weekday,"LINESTRING (-85.75 38.259, -85.756 38.255)",2019-02-01,weekday,Louisville,687.232682669599,15,574.3444545277328,70.74561993923317,105.77610677748082,938.963408,2.2324606437521446,8.03685831750772,83.0,84.0,3.0,5.0,4.0,5.0
143,2019-02-01 10:43:34.105951-05:00,2019-02-01 10:54:56.806366-05:00,682.700415,38.217,-85.762,38.226,-85.758,1287.2,2019,2019,2019,2,2,2,1,1,1,15,15,Fri,Fri,weekday,weekday,"LINESTRING (-85.762 38.217, -85.758 38.226)",2019-02-01,weekday,Louisville,1060.0049740789757,15,-85.89404868280917,596.8063664837198,80.70719395760602,93.164261,1.8854536656462997,6.787633196326679,75.0,75.0,11.0,4.0,11.0,4.0
144,2019-02-01 11:09:48.814853-05:00,2019-02-01 11:12:22.047324-05:00,153.232471,38.252,-85.742,38.253,-85.739,772.3199999999999,2019,2019,2019,2,2,2,1,1,1,16,16,Fri,Fri,weekday,weekday,"LINESTRING (-85.742 38.252, -85.739 38.253)",2019-02-01,weekday,Louisville,284.5834739826642,16,588.8148527171554,504.0274810573728,153.23247077135105,1167.455771,5.040184987945538,18.144665956603937,216.0,216.0,8.0,13.0,8.0,13.0
147,2019-02-01 11:10:56.421418-05:00,2019-02-01 11:14:35.976376-05:00,219.554958,38.213,-85.755,38.217,-85.755,500.0,2019,2019,2019,2,2,2,1,1,1,16,16,Fri,Fri,weekday,weekday,"LINESTRING (-85.755 38.213, -85.755 38.217)",2019-02-01,weekday,Louisville,444.77970657778286,16,-243.57858197709595,-24.023623827203778,45.116710361820616,67.606565,2.277334133351705,8.198402880066139,83.0,67.0,3.0,5.0,3.0,4.0
151,2019-02-01 11:19:10.062571-05:00,2019-02-01 11:50:08.870406-05:00,1858.807835,38.238,-85.727,38.234,-85.756,4215.58,2019,2019,2019,2,2,2,1,1,1,16,16,Fri,Fri,weekday,weekday,"LINESTRING (-85.727 38.238, -85.756 38.234)",2019-02-01,weekday,Louisville,2571.6181634524146,16,-649.9374293587131,308.87040585680575,33.34313059305563,331.660021,2.2678944647336285,8.164420073041063,87.0,88.0,7.0,5.0,8.0,5.0
153,2019-02-01 11:27:59.661956-05:00,2019-02-01 11:40:19.868873-05:00,740.206917,38.256,-85.749,38.257,-85.755,1206.75,2019,2019,2019,2,2,2,1,1,1,16,16,Fri,Fri,weekday,weekday,"LINESTRING (-85.749 38.256, -85.755 38.257)",2019-02-01,weekday,Louisville,535.5631260709794,16,-120.33804445569308,619.8688725631969,377.72167528110015,38.288327,1.630287386249864,5.86903459049951,74.0,92.0,10.0,4.0,12.0,5.0
150,2019-02-01 11:30:03.802377-05:00,2019-02-01 11:52:13.377172-05:00,1329.574795,38.221,-85.763,38.218,-85.757,659.6899999999999,2019,2019,2019,2,2,2,1,1,1,16,16,Fri,Fri,weekday,weekday,"LINESTRING (-85.76300000000001 38.221, -85.75700000000001 38.218)",2019-02-01,weekday,Louisville,621.306549286284,16,3.802377115831291,433.3771716653848,301.17389716276955,124.140421,0.4961661446056519,1.7861981205803468,105.0,75.0,9.0,6.0,11.0,4.0
158,2019-02-01 11:54:09.853283-05:00,2019-02-01 11:59:52.900155-05:00,343.046872,38.218,-85.756,38.221,-85.763,595.33,2019,2019,2019,2,2,2,1,1,1,17,17,Fri,Fri,weekday,weekday,"LINESTRING (-85.756 38.218, -85.76300000000001 38.221)",2019-02-01,weekday,Louisville,696.5878166935155,17,-350.1467166025848,-803.4454920048856,343.04687194238846,1032.532733,1.7354188263812533,6.2475077749725125,74.0,58.0,10.0,4.0,10.0,3.0
154,2019-02-01 11:57:47.362676-05:00,2019-02-01 12:05:03.744789-05:00,436.382113,38.255,-85.759,38.257,-85.747,1238.93,2019,2019,2019,2,2,2,1,1,1,16,16,Fri,Fri,weekday,weekday,"LINESTRING (-85.759 38.255, -85.747 38.257)",2019-02-01,weekday,Louisville,1071.1333042980498,16,767.3626759701681,-163.45603685856292,436.38211273522245,217.509393,2.839094369571468,10.220739730457284,87.0,88.0,7.0,5.0,8.0,5.0
157,2019-02-01 11:58:16.015082-05:00,2019-02-01 12:00:22.993765-05:00,126.978683,38.251,-85.757,38.249,-85.763,772.3199999999999,2019,2019,2019,2,2,2,1,1,1,17,17,Fri,Fri,weekday,weekday,"LINESTRING (-85.75700000000001 38.251, -85.76300000000001 38.249)",2019-02-01,weekday,Louisville,569.183537982196,17,-103.98491774714387,-834.5347770365704,126.97868297385409,28.652406,6.082280755739134,21.896210720660886,67.0,115.0,3.0,4.0,3.0,7.0
155,2019-02-01 12:05:33.088139-05:00,2019-02-01 12:14:34.184958-05:00,541.096819,38.249,-85.757,38.243,-85.753,1255.02,2019,2019,2019,2,2,2,1,1,1,17,17,Fri,Fri,weekday,weekday,"LINESTRING (-85.75700000000001 38.249, -85.753 38.243)",2019-02-01,weekday,Louisville,753.0831787924178,17,333.0881388990538,-25.815042056486163,368.8450126884315,437.073057,2.319400070248796,8.349840252895666,89.0,75.0,9.0,5.0,11.0,4.0
160,2019-02-01 12:08:51.411705-05:00,2019-02-01 12:22:54.851588-05:00,843.439883,38.252,-85.746,38.253,-85.753,901.04,2019,2019,2019,2,2,2,1,1,1,17,17,Fri,Fri,weekday,weekday,"LINESTRING (-85.746 38.252, -85.753 38.253)",2019-02-01,weekday,Louisville,621.2735539705003,17,-368.5882949672573,474.85158819393746,26.734872767722024,198.323566,1.0682919057551847,3.845850860718665,108.0,92.0,12.0,6.0,12.0,5.0
156,2019-02-01 12:09:23.977922-05:00,2019-02-01 12:13:48.745542-05:00,264.76762,38.219,-85.76,38.211,-85.762,1255.02,2019,2019,2019,2,2,2,1,1,1,17,17,Fri,Fri,weekday,weekday,"LINESTRING (-85.76000000000001 38.219, -85.762 38.211)",2019-02-01,weekday,Louisville,906.5576252802933,17,563.9779217544362,-447.90853102698986,264.76762034576814,32.566217,4.740081132277428,17.064292076198743,71.0,72.0,7.0,4.0,8.0,4.0
163,2019-02-01 12:16:01.640771-05:00,2019-02-01 12:38:01.732365-05:00,1320.091594,38.247,-85.758,38.248,-85.741,1303.2900000000002,2019,2019,2019,2,2,2,1,1,1,17,17,Fri,Fri,weekday,weekday,"LINESTRING (-85.758 38.247, -85.741 38.248)",2019-02-01,weekday,Louisville,1488.7049698544802,17,-838.359229120237,481.7323652516425,26.22946546936462,397.662849,0.9872724028572218,3.5541806502859985,86.0,87.0,6.0,5.0,7.0,5.0
159,2019-02-01 12:19:51.344936-05:00,2019-02-01 12:40:49.901805-05:00,1258.556869,38.214,-85.755,38.219,-85.762,804.5,2019,2019,2019,2,2,2,1,1,1,17,17,Fri,Fri,weekday,weekday,"LINESTRING (-85.755 38.214, -85.762 38.219)",2019-02-01,weekday,Louisville,826.4952576002147,17,291.3449361383405,649.9018049982453,168.09356172312056,153.378365,0.6392241938492809,2.3012070978574113,73.0,87.0,9.0,4.0,7.0,5.0
